sender_bank,sender_account,receiver_bank,receiver_account,amount,timestamp
004,818170,005,371218,98413.95411820251,2024-12-18 05:02:22
001,663603,003,179942,87350.81509968005,2024-12-17 12:02:22
004,813897,002,829291,93328.94479465838,2024-12-17 01:02:22
003,178269,003,180275,103777.1450046339,2024-12-20 00:02:22
003,178878,003,179832,101231.54077815196,2024-12-19 11:02:22
003,175969,002,829822,92310.01486109188,2024-12-19 01:02:22
001,668088,002,829315,109276.99707090353,2024-12-18 17:02:22
003,174865,005,374754,119133.38920053496,2024-12-20 19:02:22
001,661977,005,371885,112716.30116122484,2024-12-18 05:02:22
004,819698,003,180497,9831.215454953552,2024-03-11 23:19:56
005,375389,004,816545,44851.442540225806,2024-04-20 00:27:47
005,369284,005,377261,41379.37105552215,2024-04-20 17:31:42
004,819550,003,173457,80835.4372900027,2024-07-15 05:15:16
004,814434,003,175226,119193.8484721801,2024-07-16 16:15:16
005,372744,001,668451,109707.5717793353,2024-07-15 09:15:16
003,172065,004,818761,108169.49897585798,2024-07-15 08:15:16
004,814178,001,666667,99761.29623360212,2024-07-16 20:15:16
005,370381,002,820268,94182.35034783048,2024-07-14 12:15:16
005,373093,005,377844,92663.7620282438,2024-07-14 09:15:16
001,665554,005,370236,108089.68384461114,2024-07-14 00:15:16
002,820869,004,813721,30852.47582024037,2024-01-12 01:56:28
003,177325,004,816707,30852.47582024037,2024-09-26 16:08:10
003,175642,004,812385,30852.47582024037,2024-06-18 09:54:04
003,170977,002,821288,13276.684902338351,2024-09-18 05:46:54
001,662488,005,370957,34949.1937468154,2024-02-06 21:23:55
002,822823,002,822982,28537.476494125367,2024-01-28 12:13:29
002,830088,005,377560,12673.372317723051,2024-12-20 22:36:15
005,369897,001,666367,34186.23356522364,2024-03-27 02:07:05
004,820555,003,177312,12753.762425682213,2024-03-01 16:54:43
004,816292,005,369183,7394.493089082969,2024-10-11 15:12:17
001,666139,001,666785,28889.659384996423,2024-12-05 07:25:22
001,661704,002,820698,22717.063147014716,2024-03-10 12:12:24
002,829322,004,812258,115001.7864238604,2024-10-14 15:58:49
004,812184,001,670508,103607.77441586604,2024-10-16 09:58:49
002,821198,003,171620,80225.90064799458,2024-10-14 20:58:49
003,176825,004,810816,95707.42354835916,2024-10-13 16:58:49
005,377693,003,173777,85414.44331063998,2024-10-16 03:58:49
004,815945,004,819026,105398.0027867548,2024-10-15 12:58:49
005,374909,004,815589,87761.62399901831,2024-10-13 21:58:49
004,811217,005,368183,83872.26630337766,2024-10-14 04:58:49
001,670302,001,668017,96844.88858251992,2024-10-14 21:58:49
003,172510,004,814604,107394.8348129413,2024-02-10 14:40:34
005,368241,005,370081,86046.00746984317,2024-02-10 01:40:34
001,664019,005,371910,90847.55037919544,2024-02-11 04:40:34
001,670848,004,813102,118067.8351242464,2024-02-11 23:40:34
004,819512,005,375774,101639.24059478988,2024-02-09 19:40:34
005,368767,001,664715,88784.7429429029,2024-02-10 01:40:34
003,173284,005,371859,91716.69228609286,2024-02-11 05:40:34
001,666912,005,374279,96231.25657960695,2024-02-10 20:40:34
003,171883,004,820081,44512.05772041989,2024-02-11 22:47:31
001,669550,002,824654,13673.124518006283,2024-10-22 03:27:53
001,662316,005,369172,39399.65621942618,2024-10-03 05:10:02
005,371211,003,172489,23640.316045086896,2024-06-12 11:38:13
002,827806,002,824631,47170.045714278654,2024-02-21 21:36:01
004,815394,001,664132,45798.31631728837,2024-12-10 13:42:20
002,829844,005,369413,31206.04520605285,2024-08-17 13:20:20
005,368514,002,828608,31206.04520605285,2024-02-25 15:51:27
005,367913,001,665428,31206.04520605285,2024-11-24 04:39:25
003,176219,004,815448,3294.593756544996,2024-03-14 22:15:26
005,368401,002,820282,32529.73444731312,2024-01-13 01:02:08
004,811230,004,818724,46610.344000736826,2024-09-17 12:39:07
001,662162,002,826407,3235.321440286021,2024-08-07 06:00:12
005,374466,002,823424,20512.13315422924,2024-10-31 09:45:41
002,822228,002,824766,36650.27003911612,2024-10-21 23:39:46
002,820298,005,377534,41870.75251673639,2024-11-09 22:50:13
003,176202,004,817144,40171.22518198557,2024-01-19 22:49:11
005,373685,004,811827,8043.018960623768,2024-05-17 11:57:01
005,371688,003,172160,3226.8268644826494,2024-06-27 01:48:57
002,822365,003,174101,38975.59963170611,2024-06-01 23:22:26
001,665658,003,174498,11885.849271830391,2024-09-08 22:54:55
005,371670,003,177712,25524.8468472292,2024-11-15 13:41:26
005,375136,005,375946,45831.05110601836,2024-08-07 09:20:03
002,821799,005,375094,30833.08566757211,2024-01-19 01:50:53
003,172076,003,173816,110468.74318265203,2024-04-18 03:41:59
001,664645,004,818660,103516.3861948269,2024-04-16 12:41:59
002,829813,002,829679,110497.60032665696,2024-04-17 20:41:59
005,376671,002,824273,113101.77887926302,2024-04-18 01:41:59
001,666825,001,661163,105251.69367216776,2024-04-18 06:41:59
004,812759,003,170935,113624.90339327586,2024-04-17 09:41:59
003,174638,004,811156,104289.39556239534,2024-04-18 13:41:59
001,665248,004,815038,9577.872396862836,2024-03-01 23:17:36
005,371271,001,665836,29140.893252221907,2024-08-24 08:20:04
005,368843,002,829833,3375.268978098441,2024-06-26 21:52:51
003,178772,002,828404,2871.841362874521,2024-09-15 11:13:33
003,177887,001,668908,46400.98451283759,2024-04-22 17:57:05
001,662381,004,816856,5306.013613818589,2024-03-05 08:16:17
001,662027,004,812864,14752.8872157131,2024-11-14 19:46:23
004,817012,001,663707,25524.758535699,2024-02-26 07:07:50
005,368205,002,827104,37698.04598208739,2024-02-09 18:53:48
002,825162,005,373142,31028.901935144677,2024-11-03 22:23:09
005,369224,005,368655,31028.901935144677,2024-03-25 00:58:53
001,667513,005,369011,31028.901935144677,2024-02-17 02:28:33
002,821057,005,375605,48854.385360008455,2024-11-23 02:38:12
005,377585,003,178857,30730.946082531493,2024-05-29 00:35:24
003,172896,004,811025,11498.453501393396,2024-04-01 04:30:05
005,377275,002,823911,18552.26759421605,2024-04-24 15:22:24
004,819042,005,375007,27421.22281816184,2024-10-15 00:32:36
001,664084,005,377422,31416.87513619508,2024-08-07 22:20:39
005,374511,001,668511,31416.87513619508,2024-04-04 11:35:12
002,828990,004,814740,31416.87513619508,2024-09-29 04:23:49
001,665242,001,665150,23703.697356999437,2024-11-28 00:10:24
004,819216,003,176553,26198.136210228247,2024-04-10 02:56:46
002,820643,004,814428,35526.09633920913,2024-10-09 20:31:40
001,661332,005,369023,34775.30940681583,2024-11-25 19:21:28
005,370345,002,829682,6679.160838289581,2024-09-23 19:56:16
001,669682,002,827528,32033.127335079385,2024-09-19 16:01:10
005,370156,003,175527,113219.64931740818,2024-01-15 19:32:39
004,819408,001,665723,84161.09965289035,2024-01-16 02:32:39
003,174435,003,174075,88722.02140657174,2024-01-15 16:32:39
004,819482,005,374138,114445.28160875884,2024-01-16 00:32:39
003,175321,004,815825,107844.77661259944,2024-01-14 18:32:39
004,814129,001,667855,91798.1109995465,2024-01-16 18:32:39
002,829286,003,172032,83612.07463693646,2024-01-15 03:32:39
002,826608,004,817931,111687.48783977045,2024-01-16 20:32:39
001,670265,003,174608,113859.13404074805,2024-01-17 00:32:39
002,824292,002,821340,22914.06550737522,2024-01-04 17:08:15
004,812463,001,665058,95161.2908308443,2024-05-16 18:24:34
003,174023,004,816789,83595.77604557725,2024-05-18 04:24:34
004,816363,003,173390,81638.09170434643,2024-05-18 00:24:34
005,376367,004,811811,101761.29573778417,2024-05-16 02:24:34
001,665683,002,827197,91001.21994527584,2024-05-18 05:24:34
004,820516,003,175687,99096.99324010251,2024-05-15 21:24:34
001,661949,004,817565,92156.5479394532,2024-05-15 15:24:34
004,815014,002,823714,87115.57029397218,2024-05-15 21:24:34
004,818004,001,666983,29524.29237491703,2024-07-28 18:46:13
004,816347,005,371271,49323.43472168521,2024-08-13 08:51:40
004,820409,004,812733,4868.046238071766,2024-08-23 07:36:48
004,819190,003,174390,33048.689637401,2024-01-14 07:55:57
005,372843,004,819339,30343.493658883443,2024-09-01 09:18:22
003,178617,001,662950,30343.493658883443,2024-01-07 01:21:43
001,669107,001,668359,30343.493658883443,2024-10-15 00:22:22
005,368992,002,821669,47153.79839095881,2024-08-08 16:52:51
005,376975,004,812001,13917.284076742117,2024-11-13 20:23:02
003,176600,005,372672,32112.424938037133,2024-10-02 14:22:43
001,669540,004,819220,48663.81329651237,2024-01-31 11:50:26
005,375919,001,661862,28534.89913379755,2024-04-07 15:07:05
005,377756,003,176476,12277.8442956279,2024-01-07 23:01:28
005,371674,002,823938,103116.8851673141,2024-01-30 02:01:23
003,175919,004,815351,91953.36628987124,2024-01-28 04:01:23
004,815978,003,173462,107455.82328059434,2024-01-28 21:01:23
005,376032,001,670302,87280.41359788913,2024-01-29 06:01:23
003,171148,005,368384,99576.87285076026,2024-01-28 15:01:23
005,373192,005,373447,93074.53542007205,2024-01-29 21:01:23
004,810726,004,818241,105949.94833246604,2024-01-29 10:01:23
002,828968,003,179102,112624.15380404051,2024-01-29 05:01:23
003,172620,001,670889,96035.00046399912,2024-01-28 01:01:23
004,812023,003,180244,30099.03197191551,2024-12-01 09:26:39
005,370281,005,368475,42960.34660836963,2024-10-21 16:52:58
002,820735,002,827145,4216.864059468557,2024-09-02 05:51:00
003,179602,001,669711,47863.39602722455,2024-12-02 23:47:50
004,817616,005,370239,2861.731914431608,2024-02-03 17:23:00
004,811910,003,179799,16176.112159227578,2024-05-08 14:10:57
001,666990,003,180663,6365.388343332912,2024-09-20 13:01:08
002,829801,005,377065,31326.165201330517,2024-03-04 08:38:50
005,375871,003,177140,31326.165201330517,2024-05-18 18:22:52
003,172393,004,815674,31326.165201330517,2024-06-04 06:45:07
001,669871,005,372387,5973.002921524401,2024-03-19 03:31:18
005,369769,004,815387,22355.722509996274,2024-03-26 09:48:44
002,820444,001,670457,20645.66210234316,2024-09-20 14:50:58
005,375074,004,813464,19385.501108895707,2024-01-02 09:58:46
001,667860,004,816812,40267.29747113306,2024-04-20 07:40:47
005,372395,001,665039,37695.091068769136,2024-06-12 06:40:15
001,664946,001,661212,25022.506501977092,2024-10-19 07:22:02
005,371130,001,667147,36575.58211925159,2024-10-03 14:07:44
002,820369,003,173382,14042.206796555452,2024-12-17 10:22:24
001,669376,005,368757,6901.418313833224,2024-11-25 21:17:50
004,817929,005,371591,12508.530417720114,2024-05-04 04:24:50
001,665303,005,374457,2286.783245239188,2024-11-30 11:35:35
004,818698,005,369982,28920.383552794567,2024-11-09 18:55:06
004,812858,001,662784,30901.463994574955,2024-06-24 13:36:49
003,180692,004,816671,30901.463994574955,2024-04-26 00:40:28
005,376970,005,372534,30901.463994574955,2024-01-11 05:16:47
001,663068,005,377890,28652.181742767705,2024-06-16 15:31:10
004,815978,005,368779,1502.213249100169,2024-11-08 22:38:05
003,179753,003,173556,31117.2845134686,2024-06-25 00:11:54
005,377186,002,824547,29744.97900971032,2024-02-18 05:14:09
002,825751,002,820618,21335.34282896711,2024-03-03 15:22:42
004,817968,002,822282,34078.019133698675,2024-01-05 02:41:26
005,370442,002,822180,35893.83443220662,2024-05-17 08:02:57
001,666242,005,372933,48921.458920789926,2024-04-10 02:04:56
004,813484,001,668643,47351.5586102276,2024-07-02 04:39:30
001,667477,005,370361,33258.612616244456,2024-09-13 02:37:57
002,822266,002,820149,36114.580165754975,2024-06-10 16:09:08
002,824121,004,817462,10612.914619598609,2024-11-22 14:09:45
005,373003,004,811055,40120.75693579542,2024-09-24 01:35:50
005,368159,002,820505,7619.071709958191,2024-01-03 20:49:01
001,666532,003,176300,46201.02173748049,2024-10-25 01:40:22
003,174933,003,180556,24264.97197343658,2024-03-06 10:58:53
002,821618,003,179444,44138.88147622958,2024-01-03 00:00:12
005,372327,004,817972,31567.54996981079,2024-01-27 22:08:16
001,670320,005,369756,31567.54996981079,2024-03-31 19:54:47
003,178722,003,171719,31567.54996981079,2024-12-15 12:38:39
001,664741,004,814351,33974.26573587594,2024-06-16 19:08:39
002,824942,005,368977,11812.01732842035,2024-06-29 12:02:33
001,663527,002,829991,26871.860187656435,2024-06-24 08:37:48
003,173895,005,370586,49878.38477453453,2024-06-04 07:39:17
002,821650,001,663247,24379.618360670167,2024-04-09 08:42:16
003,171412,003,176559,30068.09664516241,2024-06-28 23:12:06
005,369007,005,377133,48078.06655456454,2024-08-07 00:04:40
001,668677,001,668459,30643.36818296116,2024-10-16 23:55:22
001,666417,002,829734,30643.36818296116,2024-10-02 15:16:50
001,670343,002,828950,30643.36818296116,2024-02-09 10:38:52
003,174584,002,823552,5959.056704191762,2024-11-04 05:04:00
001,669151,005,377344,86207.80449932312,2024-06-26 15:41:40
004,813448,003,171020,115429.05565103848,2024-06-25 06:41:40
002,824451,005,375824,87083.8519752457,2024-06-24 05:41:40
005,375333,005,368506,97418.08389094318,2024-06-24 07:41:40
002,821223,002,825642,87332.76222172746,2024-06-26 03:41:40
004,819798,003,171129,88499.65885554207,2024-06-24 23:41:40
003,171583,003,171623,25750.86466433684,2024-10-05 19:55:24
002,826516,002,826207,44641.22292596792,2024-02-22 02:14:53
003,176252,004,814130,23143.955150868856,2024-07-24 03:44:20
003,176490,002,826676,40851.99090716063,2024-01-29 06:12:12
003,171765,004,817823,12451.0719610025,2024-08-20 05:05:05
005,369284,002,826547,46600.69958697867,2024-03-17 00:01:44
001,666620,002,826163,23553.86299831915,2024-06-24 20:20:22
002,828938,003,173550,20536.821727308987,2024-06-04 01:20:16
005,374839,002,825487,43693.17348534637,2024-10-26 04:11:47
002,826820,002,830002,14724.97386713162,2024-11-30 14:08:39
002,829213,004,818135,5569.216929179476,2024-08-14 17:47:57
004,811071,001,661320,12426.550874166847,2024-04-12 08:03:00
005,372427,002,827786,35152.11569087858,2024-09-29 11:03:40
004,820278,003,172903,19785.496434488963,2024-01-03 04:05:49
002,829560,004,814714,46895.75572124887,2024-02-20 04:30:09
004,815055,002,822418,3954.5879904205217,2024-06-22 21:03:06
004,818271,005,369193,41845.25122423425,2024-08-06 02:17:43
002,820699,002,821365,12491.966320729278,2024-02-25 05:59:45
001,666549,004,813803,10714.21684608536,2024-09-06 12:14:37
004,818177,004,812350,25259.61829042638,2024-11-03 14:27:19
004,815087,005,370300,25755.985327616458,2024-11-14 13:55:56
003,179487,002,828860,14744.26616211694,2024-12-27 23:04:05
002,820904,003,171694,22423.817440414598,2024-11-15 20:59:27
002,827651,002,825095,35123.10457623682,2024-06-30 14:40:26
001,662217,004,816500,23398.704115237804,2024-04-01 13:04:27
001,668317,004,818890,9515.228327870023,2024-11-29 19:46:48
002,829677,004,814877,31009.40807045116,2024-04-13 22:20:23
004,813032,004,818374,31009.40807045116,2024-01-20 14:01:01
004,817492,004,811497,31009.40807045116,2024-10-18 04:09:19
001,670979,002,823507,38785.26432300266,2024-09-06 04:09:49
004,811821,002,829621,6976.090324217451,2024-08-18 19:43:38
005,373345,004,818969,49518.352178069246,2024-05-28 15:21:34
001,668532,005,375030,42577.59157027878,2024-09-21 06:59:18
001,667746,001,669442,13699.648055790629,2024-10-07 12:08:20
005,374670,003,172988,46883.5019568543,2024-09-18 16:16:12
002,827458,001,666819,8659.701150422225,2024-04-12 17:37:12
004,812373,004,815750,46503.38268875428,2024-09-22 18:20:04
002,826078,004,817421,18701.6110944844,2024-06-05 10:53:08
003,176231,005,371142,28312.947141040764,2024-06-27 03:34:00
002,828927,005,376681,7226.791024222638,2024-02-13 10:52:30
005,375429,002,820948,31231.719208730687,2024-05-17 11:08:20
005,368962,005,375191,21915.79299300441,2024-10-19 22:34:55
004,816121,005,375872,9291.499194428086,2024-10-04 11:41:01
001,662917,003,173604,43470.025289326106,2024-11-04 05:37:29
002,823104,005,371938,28564.26020349273,2024-05-07 17:29:44
004,811145,003,178354,10332.142247687376,2024-01-06 20:56:52
003,174400,004,810939,48234.10355642848,2024-06-14 05:30:36
004,818638,002,821246,37486.87910951367,2024-08-02 19:46:37
004,817076,004,817620,3731.008722763284,2024-05-24 22:42:55
001,667874,001,670354,6778.736574445496,2024-01-01 15:47:17
004,810940,004,812605,103895.27827186958,2024-06-14 15:09:18
002,828262,005,371083,86237.34466219986,2024-06-16 21:09:18
005,374319,002,825690,105501.85153138338,2024-06-14 21:09:18
005,375073,004,815520,110308.04714023172,2024-06-15 03:09:18
001,661291,005,374721,117420.98269680588,2024-06-14 17:09:18
001,664943,004,819065,116774.003350309,2024-06-14 11:09:18
004,812675,005,368168,82994.82823202961,2024-06-15 15:09:18
003,178464,003,180662,92508.07372965872,2024-06-15 10:09:18
003,172957,005,370571,106127.86145797472,2024-08-22 02:26:31
005,370361,004,814998,98385.06438386352,2024-08-24 04:26:31
005,375150,005,376929,111332.30079315288,2024-08-23 08:26:31
002,828674,002,826028,92078.82351753244,2024-08-23 20:26:31
001,664865,005,377270,45254.42013415759,2024-10-17 22:08:31
001,665183,002,820692,639.1008134281414,2024-09-14 06:22:23
003,174214,004,812796,37526.92486472403,2024-11-29 11:15:19
002,824209,004,812940,31436.64963803158,2024-07-25 20:54:53
004,818784,002,828750,31436.64963803158,2024-01-20 06:38:16
004,813357,005,369229,31436.64963803158,2024-12-15 10:39:47
004,818436,005,370728,31235.037394108316,2024-04-14 23:18:53
002,829295,004,811806,31235.037394108316,2024-11-23 08:04:51
001,663952,005,376735,31235.037394108316,2024-12-08 06:37:00
004,811904,003,180353,5494.876397329329,2024-02-08 01:02:22
005,373156,004,811659,93845.77659637302,2024-07-15 06:04:33
003,171531,005,369607,103054.12435466624,2024-07-15 23:04:33
003,179646,002,825504,96293.00132868814,2024-07-14 11:04:33
001,669140,005,377342,82561.18692256963,2024-07-14 12:04:33
005,370447,001,668448,105515.55060127072,2024-07-14 00:04:33
005,375336,001,670118,106221.62923869675,2024-07-14 19:04:33
003,178200,001,670543,100084.27709636456,2024-07-15 06:04:33
002,820256,002,828178,86436.51466119572,2024-07-16 10:04:33
001,661596,003,178164,107752.80328456157,2024-07-16 05:04:33
001,662570,002,827155,40861.0921475045,2024-01-23 05:49:38
004,810972,001,669713,20849.90107734845,2024-10-06 16:57:14
002,826342,002,823477,4670.201980059655,2024-12-03 21:26:06
002,829927,002,829173,43970.84946500736,2024-08-01 07:03:27
002,822124,005,376612,670.5812215720593,2024-12-18 12:44:06
001,668318,003,179157,32926.66878638316,2024-06-19 10:40:28
001,668397,004,818161,24169.763086033618,2024-12-26 23:09:41
004,818965,003,173564,47024.09808591272,2024-09-24 22:29:00
004,812218,002,829124,39028.40007351192,2024-04-15 08:36:42
001,667775,005,368612,43185.21277469329,2024-10-13 18:24:59
002,822089,003,174456,49730.40700335443,2024-09-20 12:28:45
002,825602,002,822412,15567.554345570765,2024-09-24 15:38:16
004,812959,002,822688,30722.26808528365,2024-02-26 06:02:31
003,179670,001,670076,30722.26808528365,2024-01-15 20:42:55
005,376348,001,670944,30722.26808528365,2024-03-10 21:04:45
004,817614,002,823439,29880.22859393607,2024-01-21 17:46:29
004,814179,001,670275,11386.943757555797,2024-05-03 22:46:36
005,369676,005,376107,7819.397261036178,2024-01-16 19:42:20
005,370119,001,668943,23833.52885717761,2024-09-12 08:46:29
005,375467,004,815207,27997.62078939292,2024-07-22 14:20:32
005,369113,004,819722,2817.7813447014214,2024-11-13 23:51:53
004,819321,004,816188,16304.889399628446,2024-11-25 17:59:14
001,666270,003,176446,48398.47958447341,2024-04-30 23:03:09
004,817854,002,821642,24549.481029557373,2024-08-26 20:10:38
002,827168,002,827765,6765.356751676875,2024-05-29 06:39:05
001,663835,005,369101,15279.789498612556,2024-06-01 12:00:11
002,821868,005,371137,30819.9759821599,2024-10-04 18:09:04
002,829567,003,179071,30819.9759821599,2024-07-13 00:14:59
005,372706,001,663996,30819.9759821599,2024-01-07 17:00:40
005,377772,005,372234,42556.14794288983,2024-10-03 10:10:17
001,666364,001,663300,31636.02440215113,2024-10-29 17:57:29
005,377782,001,663073,31636.02440215113,2024-06-01 20:47:30
002,828242,001,663724,31636.02440215113,2024-02-27 08:44:06
004,818996,003,178046,27626.71128713776,2024-07-13 15:43:06
002,825888,002,823165,17206.507446675183,2024-07-07 08:24:28
005,372429,001,665700,14573.041114439007,2024-10-30 16:38:53
003,175799,001,668355,44276.14829653408,2024-07-24 01:56:39
005,375082,001,664644,49093.75962320084,2024-03-06 19:01:16
005,374606,002,826050,40003.13864181133,2024-08-15 14:05:57
003,177066,002,829294,13379.31962292195,2024-07-14 06:06:52
001,664529,002,822164,17068.087178356054,2024-11-12 02:02:53
001,670829,002,827930,5235.053921072435,2024-02-05 23:44:15
003,179007,003,179736,44829.12141350543,2024-04-27 16:42:06
004,810752,001,663919,40882.99841733162,2024-07-24 05:36:00
001,665774,005,370348,34156.157688513646,2024-06-17 05:05:55
004,815648,004,819472,13841.24452593488,2024-03-28 01:38:33
001,665300,001,662709,39478.582716173,2024-12-15 16:56:19
004,816745,004,819467,113314.50966183032,2024-07-02 00:17:52
005,371165,003,177045,91933.3123981451,2024-06-30 10:17:52
005,375369,002,824635,119696.93555510497,2024-07-01 22:17:52
003,173595,004,816676,86280.80097069648,2024-06-30 21:17:52
005,372881,005,377334,98800.75576996748,2024-06-30 07:17:52
005,373943,004,820296,84832.78827825206,2024-07-01 15:17:52
003,179718,001,667350,89569.87670993412,2024-06-30 10:17:52
001,669568,002,821434,46622.52329183225,2024-06-18 23:04:22
004,820184,004,811033,101518.80913807596,2024-04-25 01:36:09
001,670472,004,816610,114263.077173048,2024-04-26 02:36:09
001,661600,001,665534,108161.34603468762,2024-04-26 08:36:09
001,664987,001,668103,83393.75673130559,2024-04-27 06:36:09
003,177891,001,668979,87005.65385598788,2024-04-27 21:36:09
003,173534,002,829178,90696.41791927832,2024-04-26 06:36:09
002,827187,001,670181,108290.9337631,2024-04-28 05:36:09
005,376617,003,179276,81090.86732051648,2024-04-29 02:36:09
001,665831,005,372514,106814.38763571104,2024-04-27 12:36:09
003,179643,004,812107,85061.99715713479,2024-04-27 15:36:09
002,822536,001,668870,35542.469807925896,2024-12-29 06:27:37
004,820587,001,662164,34626.530921148034,2024-08-27 19:44:13
004,814363,004,816502,11543.467022502144,2024-07-26 05:49:12
005,377482,001,666540,31529.891068287583,2024-07-07 15:22:59
001,667723,002,825140,30674.57942542918,2024-11-11 23:31:15
005,375151,001,668762,30674.57942542918,2024-12-11 21:33:44
004,812762,003,178607,30674.57942542918,2024-10-02 20:44:08
001,668734,005,373547,26987.976130251904,2024-09-20 16:48:51
004,818288,004,815866,2561.6369583525566,2024-01-29 11:25:46
005,374755,004,816824,4769.593940179521,2024-03-12 11:11:19
003,175723,003,179635,2035.0725731517448,2024-06-16 10:11:00
005,368375,001,661051,46907.25121919777,2024-04-10 17:23:00
002,824347,004,813550,47131.486820853526,2024-06-19 07:37:45
005,368850,004,815724,1802.2404553006872,2024-11-19 04:32:49
004,813190,004,817309,44247.31417915617,2024-12-04 03:58:16
002,821200,002,829729,10393.144650355438,2024-09-15 22:18:06
001,665646,003,179993,46639.17169453113,2024-07-23 20:41:02
001,667802,004,811602,2866.3969321273244,2024-12-20 02:19:45
005,373405,001,668092,34060.21606286627,2024-10-29 21:28:40
001,671018,003,173210,17320.543153290062,2024-12-18 05:16:28
002,824718,003,178032,45062.32099887828,2024-08-26 21:54:12
005,377482,005,371990,8931.919626562618,2024-05-02 14:38:01
001,670109,004,811301,22065.800078363554,2024-04-04 06:40:01
005,369535,003,174330,13548.535282261208,2024-10-21 11:25:55
005,372964,001,665992,30860.38497550653,2024-10-24 15:45:25
002,825488,003,172176,30860.38497550653,2024-08-20 22:52:03
004,814747,004,815070,30860.38497550653,2024-02-04 05:37:25
003,173261,001,662527,42718.79794054464,2024-11-09 21:51:51
003,179758,001,668862,49471.53091150504,2024-10-14 20:19:30
003,176185,001,666178,37833.393715833845,2024-05-16 07:54:51
004,812642,002,825476,31312.22227234795,2024-09-03 16:11:55
004,819797,002,823783,9162.119384144204,2024-06-28 06:47:20
002,823621,002,824991,28517.33664373765,2024-12-01 10:09:18
003,174460,005,371221,2434.3940025269685,2024-09-24 01:34:34
004,819573,004,812942,21921.44809056318,2024-06-03 12:33:17
003,176174,005,372384,22590.712232501104,2024-01-19 04:37:06
001,664459,004,812505,49048.47965551646,2024-08-27 07:45:19
003,171415,003,178386,14920.411103452318,2024-10-24 05:01:50
001,669067,005,371203,117411.7896577411,2024-07-24 00:49:14
005,369521,004,814368,116611.5364668842,2024-07-23 23:49:14
001,662229,005,375766,112121.89562179662,2024-07-24 16:49:14
005,375511,001,670148,104636.96154721474,2024-07-24 17:49:14
004,817979,001,670426,100935.50171237468,2024-07-24 11:49:14
005,369646,002,823238,110538.24206250272,2024-07-25 03:49:14
001,664547,005,375353,82910.11384421204,2024-07-25 08:49:14
003,177278,004,810836,102060.7865869664,2024-07-24 09:49:14
002,829606,001,665621,43165.99242029386,2024-08-04 23:21:20
005,374164,003,172184,42829.49674589126,2024-01-15 05:14:47
003,177862,004,815065,33499.28105588087,2024-12-12 02:27:44
004,817285,003,178407,26485.983957365705,2024-05-05 20:25:17
003,171797,003,173045,12797.54230802968,2024-08-29 06:26:34
004,814327,003,179458,32370.04018263077,2024-05-12 22:03:19
005,373645,004,820107,46639.56290335827,2024-07-09 03:43:10
002,822135,004,816421,27689.74894896044,2024-04-03 18:16:50
004,815496,001,666807,31140.22481831098,2024-05-10 10:54:37
003,173976,001,661687,31140.22481831098,2024-08-07 00:41:06
002,820286,005,372283,31140.22481831098,2024-09-09 23:45:40
002,822829,003,178415,543.822034186626,2024-06-21 20:59:36
003,174851,004,813293,38432.67573906884,2024-05-17 10:37:37
001,668627,004,817950,96070.70053653204,2024-09-04 00:22:59
003,176639,003,178241,119624.67793253,2024-09-02 23:22:59
001,665677,002,825158,99566.96200429669,2024-09-02 13:22:59
003,172209,003,176027,90687.55604042477,2024-09-01 17:22:59
001,669030,002,824747,83848.9091634619,2024-09-01 22:22:59
004,818821,005,375186,105287.7944734714,2024-09-01 18:22:59
004,816641,002,827526,111172.56110694396,2024-09-03 02:22:59
003,180038,001,662423,25666.17678340881,2024-12-08 00:24:56
003,176580,002,825117,3900.102072220736,2024-08-12 15:50:52
001,661386,004,811196,7762.519091057189,2024-01-07 22:37:57
001,662315,005,376138,46591.034073037685,2024-05-29 10:25:52
004,815815,002,821224,10722.681614670646,2024-09-06 23:13:53
005,373297,003,171181,15375.98244890094,2024-09-02 10:59:09
001,666984,005,377048,1211.085216024997,2024-02-21 23:54:02
005,377124,004,819761,12762.846047696512,2024-04-27 20:38:27
004,814793,001,661939,49674.04603730202,2024-06-07 08:08:57
002,828828,005,373117,44476.07509976323,2024-01-02 01:01:09
001,669523,002,821822,45977.67709900653,2024-06-28 15:42:57
002,828720,005,372442,44947.73743469539,2024-10-27 08:05:45
004,818253,002,820989,24926.9993589851,2024-02-20 22:56:57
004,812688,002,823812,24142.721449430428,2024-02-23 12:57:36
004,811202,004,816580,16600.66852213591,2024-08-02 14:37:50
005,373398,002,825798,22427.62856146542,2024-03-05 03:32:21
004,815289,005,377704,43914.43931424845,2024-08-03 23:33:55
004,811561,002,821914,1585.2905551829028,2024-07-11 02:57:06
003,173540,002,827950,28478.910784912623,2024-07-10 18:17:33
003,177370,003,174658,44019.179895349225,2024-03-06 20:48:06
004,812483,002,827607,31473.542360800035,2024-10-14 09:29:19
005,375812,003,174465,2896.4031345903823,2024-07-07 17:31:00
005,370141,003,180751,28426.635340618308,2024-09-19 04:08:29
005,376011,001,665104,36503.34978517205,2024-03-09 15:46:36
003,175384,001,664440,24391.645773788136,2024-02-20 22:38:43
005,375685,002,820960,11048.923839533638,2024-09-06 11:26:52
001,670501,003,172980,96896.91592550912,2024-04-06 21:38:37
003,172142,002,824918,100820.72742928276,2024-04-07 20:38:37
003,179245,004,818330,88315.29569744288,2024-04-06 07:38:37
